date,UTCtime,ping,download,upload,server
2018-03-05,12:30:08.752893,50.479,80.436,11.033,TekLinks
2018-03-05,12:40:02.569270,553.639,69.248,11.433,TekLinks
2018-03-05,12:50:02.963638,50.245,79.456,11.485,TekLinks
2018-03-05,13:00:01.875215,59.509,81.447,11.365,TekLinks
2018-03-05,13:10:02.323400,50.699,63.719,11.41,TekLinks
2018-03-05,13:20:02.245814,52.198,59.258,11.577,TekLinks
2018-03-05,13:30:02.280108,135.836,77.982,11.481,TekLinks
2018-03-05,13:40:02.404511,49.723,78.756,10.507,TekLinks
2018-03-05,13:50:02.458916,48.994,72.097,10.906,TekLinks
2018-03-05,14:00:05.768852,51.667,70.882,11.421,TekLinks
2018-03-05,14:10:02.776186,49.005,79.047,11.644,TekLinks
2018-03-05,14:20:01.735629,53.923,83.048,11.497,TekLinks
2018-03-05,14:30:02.732585,1723.127,81.962,11.332,TekLinks
2018-03-05,14:40:01.795333,50.476,62.685,11.417,TekLinks
2018-03-05,14:50:02.395122,49.658,61.758,11.431,TekLinks
2018-03-05,15:00:08.490128,226.087,82.179,11.266,TekLinks
2018-03-05,15:10:01.996694,50.337,80.551,11.317,TekLinks
2018-03-05,15:20:01.976848,477.865,76.579,11.299,TekLinks
2018-03-05,15:30:02.442432,51.764,75.34,11.43,TekLinks
2018-03-05,15:40:02.034919,48.395,80.952,11.395,TekLinks
2018-03-05,15:50:03.946296,50.313,81.54,11.433,TekLinks
2018-03-05,16:00:08.413931,49.672,71.281,11.345,TekLinks
2018-03-05,16:10:02.600003,50.726,70.866,10.151,TekLinks
2018-03-05,16:20:03.040755,52.239,81.524,10.154,TekLinks
2018-03-05,16:30:02.169039,70.041,71.603,11.415,TekLinks
2018-03-05,16:40:02.961679,56.394,79.444,11.377,TekLinks
2018-03-05,16:50:02.489037,52.956,78.765,11.521,TekLinks
2018-03-05,17:00:02.474132,198.793,77.183,11.523,TekLinks
2018-03-05,17:10:02.264163,690.707,74.971,10.617,TekLinks
2018-03-05,17:20:02.272892,51.252,80.255,11.252,TekLinks
2018-03-05,17:30:09.424064,50.279,84.766,11.444,TekLinks
2018-03-05,17:40:02.284735,51.719,82.403,11.493,TekLinks
2018-03-05,17:50:01.973175,56.589,73.898,11.555,TekLinks
2018-03-05,18:00:09.196991,64.455,76.894,11.308,TekLinks
2018-03-05,18:10:02.408700,51.744,82.687,11.516,TekLinks
2018-03-05,18:20:02.448124,49.034,56.785,11.518,TekLinks
2018-03-05,18:30:02.477452,49.665,81.09,11.269,TekLinks
2018-03-05,18:40:02.560364,49.584,81.784,10.877,TekLinks
2018-03-05,18:50:02.239210,52.681,45.444,11.485,TekLinks
2018-03-05,19:00:10.251206,176.313,76.341,10.94,TekLinks
2018-03-05,19:10:01.502787,51.308,83.813,10.994,TekLinks
2018-03-05,19:20:02.421980,50.116,76.221,10.703,TekLinks
